prompt,completion
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 Bc5 5.Bxc6 dxc6 6.Nbd2 Nd7 7.Nc4 f6 8.c3 Nb6 9.Na5 O-O 10.O-O Rb8 11.b4 Bd6 12.Be3 Be6 13.Nd2 Qd7 14.Qc2 Nc8 15.a3 b6 16.Nab3 Ne7 17.f4 exf4 18.Bxf4 Ng6 19.Bxd6 cxd6 20.Nd4 d5 21.Rae1 Rfe8 22.Qd1 Rbd8 23.Qf3 dxe4 24.Nxe4 Bd5 25.Nf5 Bxe4 26.Rxe4 Rxe4 27.Qxe4 Qxd3 28.Qxc6 Qd7 29.Qc4+ Kh8 30.h4 Ne5 31.Qf4 Qf7 32.h5 h6 33.Nxh6 Qxh5 34.Nf5 Qg4 35.Qh2+ Kg8 36.Ne7+ Kf7 37.Qxe5 Rd2 38.Qh2 Kxe7 39.Qc7+ Qd7 40.Re1+ Kf7 41.Qc4+ Qd5 42.Qc7+ Qd7 43.Qc4+ Qd5 44.Qc7+ Qd7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.Nf3 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 b6 7.Bb2 Bb7 8.e3 dxc4 9.bxc4 c5 10.Nc3 Nc6 11.Qe2 Nb4 12.d4 cxd4 13.exd4 Rc8 14.Rfd1 Ba6 15.Ne5 Bd6 16.a3 Nbd5 17.Nb5 Bxb5 18.cxb5 Rc7 19.Nc6 Qc8 20.a4 a6 21.Bf3 h6 22.Qd2 Qd7 23.Rac1 axb5 24.axb5 Ra8 25.Ra1 Rcc8 26.Kg2 Qb7 27.Qd3 Rxa1 28.Rxa1 Ra8 29.Qb1 Qc8 30.h4 Rxa1 31.Qxa1 Nc7 32.Qa4 Nfd5 33.Qc4 Qa8 34.Kg1 Ba3 35.Bxd5 Nxd5 36.Qa2 Qa4 37.Qxa3 Qxb5 38.Ne5 f6 39.Ng4 Qe2 40.Nh2 b5 41.Bc1 Qd1+ 42.Nf1 Qxd4 43.Be3 Qc4 44.Nd2 Qc6 45.Qb3 b4 46.Nf3 Nxe3 47.Qxe3 Qd5 48.Nd4 e5 49.Nf5 Qe6 50.Qe4 b3 51.Nd4 Qc4 52.Qa8+ Kh7 53.Qe4+ Kg8 54.Qa8+ Kh7 55.Qe4+ Kg8 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 d6 8.c3 O-O 9.h3 Re8 10.d4 Bb7 11.Nbd2 Bf8 12.d5 Ne7 13.Nf1 g6 14.N3h2 Bg7 15.Qf3 Kh8 16.h4 Rf8 17.Ng3 h5 18.Bc2 Nh7 19.Qe2 Ng8 20.Nf3 Bf6 21.c4 Bxh4 22.Nxh4 Qxh4 23.cxb5 axb5 24.Qxb5 Ba6 25.Qb3 Ne7 26.Qf3 Kg7 27.Qe3 Kh8 28.Qf3 Kg7 29.Qe3 Kh8 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.Nf3 b6 3.g3 Bb7 4.Bg2 g6 5.c4 Bg7 6.O-O O-O 7.h4 d6 8.Nc3 Ne4 9.Nxe4 Bxe4 10.h5 c5 11.h6 Bh8 12.Be3 Nc6 13.d5 Bxf3 14.exf3 Nd4 15.Re1 Qd7 16.a4 Rae8 17.f4 Nf5 18.Bh3 Bxb2 19.Ra2 Bf6 20.Qd3 e6 21.dxe6 Qxe6 22.a5 Qe4 23.Qxe4 Rxe4 24.Bxf5 gxf5 25.Rd1 Rd8 26.axb6 axb6 27.Rd5 Rxc4 28.Rxf5 Be7 29.Ra7 Kf8 30.Rb7 d5 31.Re5 Bf6 32.Rg5 d4 33.Rf5 Rd6 34.Bd2 Rc2 35.g4 Rxd2 36.g5 Be7 37.Re5 Bd8 38.Rf5 Be7 39.Re5 Bd8 40.Rf5 Be7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 e6 3.b3 b6 4.Bd3 Bb7 5.O-O Ne7 6.Re1 Ng6 7.Bb2 Nc6 8.Na3 Nd4 9.Nc4 Nxf3+ 10.Qxf3 Qc7 11.a4 Be7 12.Qg3 Qxg3 13.hxg3 O-O 14.a5 b5 15.a6 Bc6 16.Na5 Rab8 17.e5 Rb6 18.Nxc6 dxc6 19.Be4 Rd8 20.Bc3 b4 21.Bb2 Nf8 22.Red1 Nd7 23.d4 Kf8 24.Kf1 Nb8 25.dxc5 Rxd1+ 26.Rxd1 Rxa6 27.Rd4 Ra2 28.Rxb4 Na6 29.Ra4 Rxa4 30.bxa4 Nb8 31.Bd4 h5 32.Ke2 Ke8 33.Kd3 Kd7 34.Kc4 g6 35.f4 Kc7 36.Bf3 Kd7 37.g4 hxg4 38.Bxg4 Bf8 39.Bf3 Bh6 40.g3 Kc7 41.Be2 Nd7 42.Bd3 Kb7 43.Kb4 Bf8 44.a5 Kc7 45.a6 Bh6 46.Kc4 Nb8 47.Kb3 Nd7 48.Kb4 Bf8 49.Bc4 Bh6 50.c3 Nb8 51.Be2 Nd7 52.Kc4 Nb8 53.Kb3 Nd7 54.Kb4 Kc8 55.f5 gxf5 56.Bh5 Nb8 57.Ka5 Bg5 58.Bxf7 Bd8+ 59.Ka4 Kd7 60.Bh5 Nxa6 61.Kb3 Nc7 62.Bf3 Nd5 63.Kc4 Bg5 64.Kb3 Bd2 65.Kc2 Be1 66.c4 Nb4+ 67.Kb3 Na6 68.g4 fxg4 69.Bxg4 Bb4 70.Bf3 Bxc5 71.Bc3 Be7 72.Bd4 Bc5 73.Bc3 Bb6 74.Kc2 Bf2 75.Kb3 Nc5+ 76.Kc2 Kc7 77.Ba5+ Kd7 78.Bb4 Na6 79.Bc3 c5 80.Kd3 Nb8 81.Bd1 Nc6 82.Ba4 Kc7 83.Ke4 Bd4 84.Bd2 a6 85.Be1 Kb6 86.Bg3 Bc3 87.Bf4 Kc7 88.Bg3 Nb8 89.Bf2 Bb4 90.Kf4 Nd7 91.Kg5 Bd2+ 92.Kh5 Bf4 93.Bb3 Bxe5 94.Kg4 Nf6+ 95.Kf3 Bd4 96.Be1 Kb6 97.Bc2 e5 98.Bh4 Ne8 99.Ke4 Kc7 100.Kd5 Nd6 101.Be7 Nc8 102.Bxc5 Bxc5 103.Kxc5 Nb6 104.Bd1 Nd7+ 105.Kd5 a5 106.c5 e4 107.Kxe4 Nxc5+ 108.Kd5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 d6 6.e3 c6 7.Be2 a6 8.O-O b5 9.cxb5 axb5 10.b4 Nbd7 11.a4 bxa4 12.Rxa4 Bb7 13.Rxa8 Qxa8 14.Qa1 h6 15.Bxf6 Bxf6 16.Qb2 Qb8 17.Qb3 e6 18.Rd1 Rc8 19.Bc4 Kg7 20.Ne4 Bd8 21.Bxe6 fxe6 22.Qxe6 Nf8 23.Qxd6 Qc7 24.Qc5 Ne6 25.Qc3 Kh7 26.Ne5 Qe7 27.f4 Rc7 28.Qc2 Nf8 29.f5 gxf5 30.Ng3 Bc8 31.Nxf5 Bxf5 32.Qxf5+ Kg8 33.Rf1 Qe8 34.Qc2 Qe6 35.Qf2 Nh7 36.Qg3+ Rg7 37.Qf3 Re7 38.Qg3+ Rg7 39.Qf3 Re7 40.Qg3+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Nd5 Nxd5 8.exd5 Nb8 9.a4 Be7 10.Be2 O-O 11.O-O Nd7 12.Kh1 a6 13.Na3 Nc5 14.Nc4 a5 15.f4 exf4 16.Bxf4 f5 17.Bd3 b6 18.Qe2 Ba6 19.Nxb6 Nxd3 20.cxd3 Qxb6 21.Qxe7 Bxd3 22.Qe6+ Kh8 23.Qxd6 Qxd6 24.Bxd6 Bxf1 25.Bxf8 Bc4 26.Be7 Bxd5 27.Rd1 Bb3 28.Rd8+ Rxd8 29.Bxd8 Bxa4 30.Bxa5 Kg8 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.Nf3 d5 3.a3 c6 4.Bf4 Nh5 5.Bg5 h6 6.Bh4 g5 7.Bg3 Nxg3 8.hxg3 Bg7 9.e3 c5 10.c3 Qb6 11.Qc2 Nc6 12.Nbd2 Bg4 13.Bd3 Rc8 14.Bf5 Bxf5 15.Qxf5 e6 16.Qb1 g4 17.Nh4 h5 18.O-O Bf6 19.b4 cxd4 20.cxd4 Ne7 21.Nb3 Qd6 22.Nc5 b6 23.Nd3 Bxh4 24.gxh4 Nf5 25.Rc1 O-O 26.Nf4 g3 27.Qb2 Qe7 28.Nxh5 Qxh4 29.Nxg3 Nxg3 30.fxg3 Qxg3 31.Qf2 Qxf2+ 32.Kxf2 Kg7 33.b5 Kf6 34.Kf3 Ke7 35.a4 Kd7 36.Kf4 f6 37.Rxc8 Rxc8 38.Rh1 Kd6 39.Rh6 Rc2 40.g4 f5 41.g5 Rg2 42.Rh7 Rg4+ 43.Kf3 e5 44.Rh6+ Ke7 45.dxe5 Rxg5 46.Kf4 Rg1 47.Kxf5 Rf1+ 48.Kg4 Ra1 49.Rc6 Rg1+ 50.Kf3 Rf1+ 51.Ke2 Ra1 52.Rc7+ Ke6 53.Rxa7 Ra3 54.Rb7 Rxa4 55.Rxb6+ Kxe5 56.Rb8 Ra2+ 57.Kd3 Ra3+ 58.Kd2 Rb3 59.b6 Kd6 60.b7 Kc7 61.Rc8+ Kxb7 62.Rc5 d4 63.e4 Re3 64.Rd5 Rxe4 65.Kd3 Rh4 66.Rxd4 Rxd4+ 67.Kxd4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Be3 c5 8.Rc1 O-O 9.Nf3 Bg4 10.Be2 Qa5 11.O-O Qxa2 12.Rb1 cxd4 13.cxd4 Nc6 14.Rxb7 Rab8 15.Rxb8 Rxb8 16.h3 Bd7 17.d5 Ne5 18.Bf4 Nxf3+ 19.Bxf3 Rb4 20.Qc1 Rc4 21.Qb1 Qb2 22.Qxb2 Bxb2 23.Rb1 Rb4 24.Be3 a5 25.Bc5 Rb5 26.Bxe7 Be5 27.Rxb5 Bxb5 28.Bg4 Bb2 29.Bc5 a4 30.Bd1 f5 31.exf5 gxf5 32.f4 Kf7 33.g4 Bc1 34.Bd6 fxg4 35.hxg4 a3 36.Bb3 Bd7 37.g5 h6 38.gxh6 Kg6 39.Kf2 Kxh6 40.Kf3 Kg6 41.Ba2 Bb2 42.Be5 Bf5 43.d6 Bd7 44.Bb1+ Kf7 45.Ke4 Bc6+ 46.Kf5 Bd7+ 47.Ke4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nc4 Nxe4 5.Nc3 Nxc3 6.bxc3 g6 7.d4 Bg7 8.Bd3 O-O 9.O-O Nd7 10.Qf3 Nb6 11.Ne3 c5 12.dxc5 dxc5 13.a4 Bd7 14.a5 Na4 15.Qxb7 Nxc3 16.Bd2 Be6 17.Bxc3 Bxc3 18.Ra4 Qd7 19.Qxd7 Bxd7 20.Ra3 Bb4 21.Raa1 Bc6 22.a6 Rad8 23.Rfc1 Bc3 24.Rab1 Rfe8 25.Bb5 Re6 26.Bc4 Re4 27.Rd1 Rxd1+ 28.Rxd1 Bd4 29.Bd5 Bxd5 30.Nxd5 Re2 31.c3 Bxf2+ 32.Kf1 Ra2 33.Rb1 Bh4 34.g3 Bg5 35.h4 Bd2 36.Nf6+ Kg7 37.Ne4 Bh6 38.Rb7 Rxa6 39.Nxc5 Rc6 40.Ne4 Re6 41.Nc5 Re5 42.Nd7 Re3 43.Rxa7 Rxg3 44.Ne5 Kf6 45.Nxf7 Be3 46.Rb7 h5 47.Ke2 Bf4 48.c4 Re3+ 49.Kf1 Rc3 50.Nh8 Rxc4 51.Rb6+ Kf5 52.Nxg6 Bg3 53.Kg2 Kg4 54.Rb2 Re4 55.Ra2 Bd6 56.Ra5 Re2+ 57.Kf1 Re6 58.Rg5+ Kf3 59.Rf5+ Kg4 60.Rg5+ Kh3 61.Kf2 Rf6+ 62.Ke2 Bg3 63.Ke3 Re6+ 64.Kf3 Rf6+ 65.Ke3 Re6+ 66.Kf3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Nbd2 d5 6.Bg2 Be7 7.O-O O-O 8.Ne5 c5 9.dxc5 Qc7 10.Ndf3 bxc5 11.cxd5 Nxd5 12.Qc2 Nc6 13.Nxc6 Qxc6 14.Bg5 f6 15.Bd2 Qb6 16.Rfe1 Rfd8 17.a3 Rab8 18.Rab1 Bf8 19.h4 Qb3 20.Qe4 Nb6 21.Bc3 Bb7 22.Qg4 e5 23.Nd2 Qf7 24.Bxb7 Rxb7 25.Nf1 Nc4 26.Red1 Rdb8 27.Qe4 Nd6 28.Qc2 Qg6 29.Qxg6 hxg6 30.Nd2 Kf7 31.e3 Nb5 32.Ba5 Nd6 33.Rbc1 Rb5 34.Bc7 R8b7 35.Bxd6 Bxd6 36.Nc4 Be7 37.e4 Ke6 38.Kg2 Rb8 39.Rd2 Rd8 40.Rxd8 Bxd8 41.Rd1 Be7 42.Rd3 Rb8 43.Kf3 Rb7 44.Ke2 Rb8 45.Kd2 f5 46.Rd5 Rd8 47.Rxd8 Bxd8 48.Kd3 f4 49.Ke2 g5 50.gxf4 exf4 51.hxg5 Bxg5 52.Kf3 Bh4 53.a4 a6 54.b3 g5 55.Na5 Ke5 56.Nc6+ Kd6 57.Na5 Ke5 58.Nc4+ Kd4 59.a5 Bxf2 60.Kxf2 Kxe4 61.Nd6+ Kd5 62.Ne8 Kc6 63.Nf6 Kb5 64.Ne4 g4 65.Ke2 Kxa5 66.Nxc5 Kb4 67.Nxa6+ Kxb3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.a3 Bxc3+ 6.bxc3 d6 7.f3 Nh5 8.Nh3 f5 9.Bd3 c5 10.O-O Nc6 11.e4 f4 12.e5 dxe5 13.dxc5 Qe7 14.Kh1 Bd7 15.a4 Rad8 16.Qc2 Nf6 17.Ng5 h6 18.Ne4 Be8 19.Nd6 b6 20.Nxe8 Qxe8 21.cxb6 axb6 22.Ba3 e4 23.Bxe4 Nxe4 24.Qxe4 Rf5 25.Rab1 Re5 26.Qxf4 Re2 27.Rxb6 Rdd2 28.Rg1 Ne5 29.Bc5 Nd3 30.Rb8 Nxf4 31.Rxe8+ Kh7 32.Bd4 Nd3 33.f4 Ra2 34.Re7 Nf2+ 35.Bxf2 Rxf2 36.Rxe6 Rxf4 37.Rc6 Rff2 38.c5 Rfc2 39.h3 Rxc3 40.Rc7 Rcc2 41.c6 Rxa4 42.Rc8 Rac4 43.c7 Rxc7 44.Rxc7 Rxc7 45.Kh2 g5 46.Rh1 Kg6 47.Rg1 Rf7 48.Rh1 h5 49.Rg1 h4 50.Re1 Rf5 51.Re3 Kf6 52.Kg1 Re5 53.Rxe5 Kxe5 54.Kf2 Kf4 55.Kf1 g4 56.hxg4 Kxg4 57.Kg1 h3 58.gxh3+ Kxh3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 Ng4 7.Bg5 h6 8.Bh4 g5 9.Bg3 Bg7 10.h3 Nf6 11.Qf3 Qb6 12.O-O-O O-O 13.Bc4 Nc6 14.Nxc6 Qxc6 15.Bb3 Be6 16.e5 Qxf3 17.gxf3 dxe5 18.Bxe6 fxe6 19.Bxe5 Nd5 20.Bxg7 Kxg7 21.Nxd5 exd5 22.Rxd5 Rxf3 23.h4 gxh4 24.Rxh4 Rxf2 25.Rd7 Re2 26.Rxb7 Rc8 27.Kd1 Rcxc2 28.Rxe7+ Rxe7 29.Kxc2 Re5 30.b4 a5 31.bxa5 Rxa5 32.a4 h5 33.Kb3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.Nf3 Nf6 2.c4 e6 3.g3 d5 4.d4 Be7 5.Bg2 O-O 6.O-O dxc4 7.Qc2 a6 8.Qxc4 b5 9.Qc2 Bb7 10.Bd2 Bd6 11.Bg5 Nbd7 12.Nbd2 Rc8 13.Nb3 c5 14.Bxf6 Nxf6 15.Nxc5 Be4 16.Qc3 e5 17.e3 Bxc5 18.dxc5 Qd5 19.Rad1 Qa8 20.Nh4 Bxg2 21.Nxg2 Ne4 22.Qxe5 Rxc5 23.Qd4 Rc4 24.Qd3 Ng5 25.b3 Rc5 26.h4 Nf3+ 27.Kh1 Qc8 28.Nf4 Qg4 29.Qd7 Rf5 30.Rd5 Rxf4 31.exf4 f5 32.Qe6+ Kh8 33.Qxf5 Qxf5 34.Rxf5 Rxf5 35.Rd1 g5 36.hxg5 Nxg5 37.fxg5 Rxf2 38.a4 bxa4 39.bxa4 Ra2 40.Rd4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d3 b5 7.Bb3 d6 8.a4 b4 9.Nbd2 Na5 10.Ba2 O-O 11.c3 c5 12.cxb4 cxb4 13.Nc4 Rb8 14.Re1 Nc6 15.Ne3 Be6 16.Bxe6 fxe6 17.Nc4 Nd7 18.Ncd2 Nc5 19.Nb3 Nxb3 20.Qxb3 Rxf3 21.gxf3 Nd4 22.Qd1 Qf8 23.Kg2 Qf6 24.Be3 Rf8 25.Bxd4 exd4 26.e5 Qg5+ 27.Kh1 d5 28.Rc1 Qf5 29.Rc7 Bg5 30.Rg1 g6 31.f4 Qxf4 32.Qg4 Qxe5 33.Ra7 Rf5 34.a5 Bh6 35.Qg3 Qe2 36.Qc7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.e3 d5 5.cxd5 exd5 6.Bb5+ Bd7 7.Bxd7+ Nbxd7 8.dxc5 Nxc5 9.O-O Bd6 10.Nc3 Nce4 11.Nxd5 Bxh2+ 12.Nxh2 Qxd5 13.Qxd5 Nxd5 14.f3 Nc5 15.e4 Nb4 16.Bd2 Nc6 17.Ng4 Rd8 18.Rfd1 f6 19.Ne3 Kf7 20.Nf5 Nd3 21.Bc3 Rd7 22.Rd2 Rhd8 23.Rad1 b5 24.b4 a5 25.a3 axb4 26.axb4 Nce5 27.Bxe5 fxe5 28.Kf1 g6 29.Ne3 Ke6 30.Nd5 Nxb4 31.Nc7+ Ke7 32.Rxd7+ Rxd7 33.Rxd7+ Kxd7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O c6 7.h3 Nbd7 8.e5 dxe5 9.dxe5 Nd5 10.Nxd5 cxd5 11.Bf4 Qc7 12.c3 Nxe5 13.Qxd5 Nxf3+ 14.Qxf3 e5 15.Bh2 Be6 16.Qe3 a6 17.f4 exf4 18.Bxf4 Qc6 19.Bf3 Qb5 20.Qf2 Rad8 21.a4 Qb3 22.Ra3 Qc4 23.Bxb7 Bd5 24.Bxd5 Rxd5 25.Raa1 Re8 26.Rae1 Rxe1 27.Rxe1 Qxa4 28.Qe3 Bf8 29.Qe4 Qd7 30.Be5 Bc5+ 31.Kh1 Bf2 32.Rf1 Qe6 33.Rxf2 Rxe5 34.Qf4 h5 35.Qf6 Qd5 36.Kh2 Re1 37.Qf4 a5 38.Rd2 Qc5 39.Rd8+ Kg7 40.Qd4+ Qxd4 41.Rxd4 Re2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 e6 3.c3 Nf6 4.e5 Nd5 5.d4 cxd4 6.Bc4 Nb6 7.Bb3 d6 8.cxd4 dxe5 9.Nxe5 Nc6 10.Nxc6 bxc6 11.O-O Be7 12.Nc3 O-O 13.Bf4 Ba6 14.Re1 Bc4 15.Bc2 Bf6 16.Ne4 Bxd4 17.Bd6 c5 18.Bxf8 Qxf8 19.Qh5 h6 20.Rad1 Bxb2 21.Qxc5 Qxc5 22.Nxc5 Bxa2 23.Be4 Bd5 24.Rb1 Bd4 25.Na6 Bxe4 26.Rxe4 Rd8 27.g3 Bf6 28.Re2 Nd5 29.Rb8 Rxb8 30.Nxb8 Nc3 31.Rb2 Bd4 32.Kg2 g5 33.Rc2 Nd5 34.Nc6 Bb6 35.Ra2 Nc3 36.Ra1 Nb5 37.Rb1 Nc3 38.Ra1 Nb5 39.Rb1 Nc3 40.Ra1 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Nc3 Nxc3 6.dxc3 Be7 7.Be3 Nc6 8.Bc4 O-O 9.Qd2 Bf5 10.O-O-O Qd7 11.Kb1 Rfe8 12.h4 Bf8 13.h5 h6 14.Be2 Bg4 15.Nh2 Bxe2 16.Qxe2 Ne5 17.Bc1 Qc6 18.f4 Nc4 19.Qd3 Qe4 20.g4 Ne3 21.Rde1 Qxd3 22.cxd3 Nd5 23.Reg1 Re6 24.g5 Ne7 25.gxh6 Rxh6 26.f5 Rh7 27.Ng4 Kh8 28.f6 Ng8 29.fxg7+ Rxg7 30.Be3 c5 31.Bf4 Re8 32.Ne3 Rxg1+ 33.Rxg1 Re6 34.Nd5 Nf6 35.Nc7 Re2 36.Nb5 Re6 37.Rf1 Kg8 38.Nc7 Re2 39.Nb5 Re6 40.Nc7 Re2 41.Nb5 Re6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.f4 exf4 3.Nf3 g5 4.h4 g4 5.Ne5 d6 6.Nxg4 Nf6 7.Nxf6+ Qxf6 8.Nc3 Nc6 9.Bb5 Kd8 10.Bxc6 bxc6 11.d3 Rg8 12.Qf3 Bh6 13.Qf2 Rb8 14.Ne2 Rxb2 15.Bxb2 Qxb2 16.O-O Qxc2 17.Nxf4 Qxf2+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.g3 d5 4.Nf3 dxc4 5.Bg2 a6 6.O-O Nc6 7.e3 Bd7 8.Qe2 b5 9.Rd1 Be7 10.Nc3 O-O 11.Ne5 Qe8 12.b3 Nd5 13.Bxd5 exd5 14.Nxd5 Nxe5 15.dxe5 Ra7 16.bxc4 c6 17.Nf4 Qc8 18.Bb2 g5 19.e4 gxf4 20.gxf4 f5 21.Qe3 Rb7 22.Qg3+ Kf7 23.Qh3 Ke8 24.Qh5+ Rf7 25.Kh1 fxe4 26.Rg1 Bf5 27.Rad1 Rd7 28.e6 Bxe6 29.Rg8+ Bf8 30.Rxf8+ Kxf8 31.Qh6+ Ke7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O dxc4 7.Ne5 Nc6 8.Bxc6 bxc6 9.Nxc6 Qe8 10.Nxe7+ Qxe7 11.Qc2 e5 12.Rd1 Rb8 13.Nc3 h6 14.dxe5 Qxe5 15.Bf4 Qe7 16.Rd4 Be6 17.Rad1 Rb6 18.Qd2 Kh7 19.f3 Rfb8 20.Qe3 Rxb2 21.Rxc4 R2b7 22.Ra4 Re8 23.Rxa7 Rxa7 24.Qxa7 Qb4 25.Be5 Nd5 26.Nxd5 Bxd5 27.Qxc7 Qc4 28.a3 f6 29.Qxc4 Bxc4 30.Bc3 Rxe2 31.Rd4 Bb5 32.Bb4 Re3 33.Kf2 Re2+ 34.Kg1 Re3 35.f4 Re2 36.Rd6 Rc2 37.g4 Bc6 38.Bd2 Bf3 39.h3 Ra2 40.Bb4 Rg2+ 41.Kf1 Rh2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 c6 5.Bg5 Nbd7 6.cxd5 exd5 7.Qc2 h6 8.Bh4 Be7 9.e3 Nh5 10.Bxe7 Qxe7 11.O-O-O Nb6 12.Bd3 Be6 13.Kb1 Nf6 14.h3 O-O-O 15.Rc1 Kb8 16.Nd2 Nfd7 17.Na4 Nxa4 18.Qxa4 Qf6 19.Nf3 Bf5 20.Bxf5 Qxf5+ 21.Qc2 Qxc2+ 22.Kxc2 Nf6 23.Ne5 Rhf8 24.f3 Ne8 25.Kd2 Nd6 26.b3 Rfe8 27.g4 Re6 28.h4 Rde8 29.Rce1 Kc7 30.Nd3 a5 31.a4 R6e7 32.Nf4 g6 33.Nd3 f6 34.Nf4 Rg8 35.Rc1 Kb6 36.Rc5 Rf7 37.Rc3 Rff8 38.Ke2 g5 39.hxg5 hxg5 40.Nd3 Rh8 41.Rcc1 f5 42.Ne5 Rfg8 43.Kf2 fxg4 44.Nxg4 Nf5 45.Nf6 Rd8 46.Nd7+ Kc7 47.Ne5 Rh4 48.Ng6 Rxh1 49.Rxh1 Rg8 50.Ne5 Rg7 51.Rh5 Nd6 52.Kg3 Nf5+ 53.Kf2 Nd6 54.Rh6 b6 55.Rh8 c5 56.dxc5 bxc5 57.Ra8 Nb7 58.Ra6 Re7 59.Rc6+ Kb8 60.Nd3 Rc7 61.Rxc7 Kxc7 62.f4 c4 63.bxc4 dxc4 64.Ne5 gxf4 65.Nxc4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 e6 5.Bg5 Nbd7 6.e3 Qa5 7.Nd2 Bb4 8.Qc2 O-O 9.Be2 e5 10.O-O exd4 11.Nb3 Qb6 12.exd4 dxc4 13.Bxc4 a5 14.a4 Qc7 15.Rae1 h6 16.Bh4 Bd6 17.h3 Nb6 18.Bxf6 Nxc4 19.Ne4 Bh2+ 20.Kh1 Nd6 21.Kxh2 Nxe4+ 22.Be5 Nd6 23.Qc5 Rd8 24.d5 Qd7 25.Nd4 Nf5 26.dxc6 bxc6 27.Nxc6 Re8 28.Rd1 Qe6 29.Rfe1 Bb7 30.Nd4 Nxd4 31.Qxd4 Qg6 32.Qg4 Qxg4 33.hxg4 Bc6 34.b3 f6 35.Bc3 Rxe1 36.Rxe1 Bd5 37.Rb1 Kf7 38.Kg3 Rb8 39.b4 axb4 40.Bxb4 Bc4 41.a5 Ba6 42.f3 Kg6 43.Kf4 h5 44.gxh5+ Kxh5 45.Rh1+ Kg6 46.Bc5 Rb2 47.Kg3 Ra2 48.Bb6 Kf7 49.Rc1 g5 50.Rc7+ Kg6 51.Rc6 Bf1 52.Bf2 
